Interpolation_Parameter,Defect,Concentration,Cd,Te,Fermi Level
0.020202020202020204,n0,78816542.24481511,-1.0195847422222224,-5.723585283967804,0.8133432603836068
0.020202020202020204,v_Te_unperturbed,1.7044767291724363e-32,-1.0195847422222224,-5.723585283967804,0.8133432603836068
0.020202020202020204,v_Cd_Td,4.186908523785002e-40,-1.0195847422222224,-5.723585283967804,0.8133432603836068
0.020202020202020204,Te_Cd_metastable2,8.642366087375539e-62,-1.0195847422222224,-5.723585283967804,0.8133432603836068
0.020202020202020204,Te_i_Td_Te2.83,5.226477287501133e-32,-1.0195847422222224,-5.723585283967804,0.8133432603836068
0.020202020202020204,v_Cd_C2v_Bipolaron_S1,2.186373228702953e-38,-1.0195847422222224,-5.723585283967804,0.8133432603836068
0.020202020202020204,v_Te_orig_metastable,4.521645780789256e-26,-1.0195847422222224,-5.723585283967804,0.8133432603836068
0.020202020202020204,v_Cd_C2v_Bipolaron_S0,1.9131700802813785e-38,-1.0195847422222224,-5.723585283967804,0.8133432603836068
0.020202020202020204,Te_i_Td_Te2.83_C3v_meta,2.436766740823446e-51,-1.0195847422222224,-5.723585283967804,0.8133432603836068
0.020202020202020204,Cd_i_Td_Cd2.83,0.2947131150767658,-1.0195847422222224,-5.723585283967804,0.8133432603836068
0.020202020202020204,Cd_Te,0.000455604315164251,-1.0195847422222224,-5.723585283967804,0.8133432603836068
0.020202020202020204,Te_Cd,1.7254606805314722e-44,-1.0195847422222224,-5.723585283967804,0.8133432603836068
0.020202020202020204,v_Te_shaken,2.3052196639533987e-43,-1.0195847422222224,-5.723585283967804,0.8133432603836068
0.020202020202020204,v_Te_orig_non_JT_distorted,1.1234466173303107e-15,-1.0195847422222224,-5.723585283967804,0.8133432603836068
0.020202020202020204,v_Cd,7.188766228164196e-16,-1.0195847422222224,-5.723585283967804,0.8133432603836068
0.020202020202020204,Cd_Te_orig_C2v,1.0150654550197956e-18,-1.0195847422222224,-5.723585283967804,0.8133432603836068
0.020202020202020204,v_Te,72710.1835522438,-1.0195847422222224,-5.723585283967804,0.8133432603836068
0.020202020202020204,Cd_i_Td_Te2.83,39066588.17767468,-1.0195847422222224,-5.723585283967804,0.8133432603836068
0.020202020202020204,Te_Cd_-30%_metastable,1.1814753206349658e-63,-1.0195847422222224,-5.723585283967804,0.8133432603836068
0.020202020202020204,Te_Cd_metastable1,1.4996047892357723e-59,-1.0195847422222224,-5.723585283967804,0.8133432603836068
0.020202020202020204,Cd_Te_metastable,3.36248426817574e-22,-1.0195847422222224,-5.723585283967804,0.8133432603836068
0.020202020202020204,v_Te_C3v_low_energy_metastable,2.1018136367044274e-10,-1.0195847422222224,-5.723585283967804,0.8133432603836068
0.020202020202020204,Te_Cd_C3v_metastable,7.542539524430026e-55,-1.0195847422222224,-5.723585283967804,0.8133432603836068
0.030303030303030304,p0,550972.6841269793,-1.0214446933333334,-5.724373064545455,0.8127279020309457
0.030303030303030304,n0,76962614.49798232,-1.0214446933333334,-5.724373064545455,0.8127279020309457
0.030303030303030304,v_Te_unperturbed,1.6755217771568417e-32,-1.0214446933333334,-5.724373064545455,0.8127279020309457
0.030303030303030304,v_Cd_Td,4.499241200161274e-40,-1.0214446933333334,-5.724373064545455,0.8127279020309457
0.030303030303030304,Te_Cd_metastable2,8.796436375451304e-62,-1.0214446933333334,-5.724373064545455,0.8127279020309457
0.030303030303030304,Te_i_Td_Te2.83,5.069723848670643e-32,-1.0214446933333334,-5.724373064545455,0.8127279020309457
0.030303030303030304,v_Cd_C2v_Bipolaron_S1,2.349471084363983e-38,-1.0214446933333334,-5.724373064545455,0.8127279020309457
0.030303030303030304,v_Te_orig_metastable,4.551904094877944e-26,-1.0214446933333334,-5.724373064545455,0.8127279020309457
0.030303030303030304,v_Cd_C2v_Bipolaron_S0,2.0558876792311786e-38,-1.0214446933333334,-5.724373064545455,0.8127279020309457
0.030303030303030304,Te_i_Td_Te2.83_C3v_meta,2.478876885266574e-51,-1.0214446933333334,-5.724373064545455,0.8127279020309457
0.030303030303030304,Cd_i_Td_Cd2.83,0.28762446645829204,-1.0214446933333334,-5.724373064545455,0.8127279020309457
0.030303030303030304,Cd_Te,0.0004584070460816904,-1.0214446933333334,-5.724373064545455,0.8127279020309457
0.030303030303030304,Te_Cd,1.7985260780781973e-44,-1.0214446933333334,-5.724373064545455,0.8127279020309457
0.030303030303030304,v_Te_shaken,2.2660595372043944e-43,-1.0214446933333334,-5.724373064545455,0.8127279020309457
0.030303030303030304,v_Te_orig_non_JT_distorted,1.1582080314357798e-15,-1.0214446933333334,-5.724373064545455,0.8127279020309457
0.030303030303030304,v_Cd,7.365886689827928e-16,-1.0214446933333334,-5.724373064545455,0.8127279020309457
0.030303030303030304,Cd_Te_orig_C2v,9.738282653464912e-19,-1.0214446933333334,-5.724373064545455,0.8127279020309457
0.030303030303030304,v_Te,78614.83421497024,-1.0214446933333334,-5.724373064545455,0.8127279020309457
0.030303030303030304,Cd_i_Td_Te2.83,38127191.140718885,-1.0214446933333334,-5.724373064545455,0.8127279020309457
0.030303030303030304,Te_Cd_-30%_metastable,1.1742516951368127e-63,-1.0214446933333334,-5.724373064545455,0.8127279020309457
0.030303030303030304,Te_Cd_metastable1,1.5263387344935245e-59,-1.0214446933333334,-5.724373064545455,0.8127279020309457
0.030303030303030304,Cd_Te_metastable,3.225882829466041e-22,-1.0214446933333334,-5.724373064545455,0.8127279020309457
0.030303030303030304,v_Te_C3v_low_energy_metastable,2.166847447008316e-10,-1.0214446933333334,-5.724373064545455,0.8127279020309457
0.030303030303030304,Te_Cd_C3v_metastable,8.051315257156542e-55,-1.0214446933333334,-5.724373064545455,0.8127279020309457
0.04040404040404041,p0,564237.0829560045,-1.0233046444444445,-5.725160845123106,0.8121129013061532
0.04040404040404041,n0,75153334.59692413,-1.0233046444444445,-5.725160845123106,0.8121129013061532
0.04040404040404041,v_Te_unperturbed,1.6471042703399454e-32,-1.0233046444444445,-5.725160845123106,0.8121129013061532
0.04040404040404041,v_Cd_Td,4.834873096039863e-40,-1.0233046444444445,-5.725160845123106,0.8121129013061532
0.04040404040404041,Te_Cd_metastable2,8.95337718211605e-62,-1.0233046444444445,-5.725160845123106,0.8121129013061532
0.04040404040404041,Te_i_Td_Te2.83,4.9176742757895664e-32,-1.0233046444444445,-5.725160845123106,0.8121129013061532
0.04040404040404041,v_Cd_C2v_Bipolaron_S1,2.5247356232663967e-38,-1.0233046444444445,-5.725160845123106,0.8121129013061532
0.04040404040404041,v_Te_orig_metastable,4.5824282853273105e-26,-1.0233046444444445,-5.725160845123106,0.8121129013061532
0.04040404040404041,v_Cd_C2v_Bipolaron_S0,2.209251646352866e-38,-1.0233046444444445,-5.725160845123106,0.8121129013061532
0.04040404040404041,Te_i_Td_Te2.83_C3v_meta,2.5216449735132813e-51,-1.0233046444444445,-5.725160845123106,0.8121129013061532
0.04040404040404041,Cd_i_Td_Cd2.83,0.28069859887627413,-1.0233046444444445,-5.725160845123106,0.8121129013061532
0.04040404040404041,Cd_Te,0.0004612142578247016,-1.0233046444444445,-5.725160845123106,0.8121129013061532
0.04040404040404041,Te_Cd,1.874685462279976e-44,-1.0233046444444445,-5.725160845123106,0.8121129013061532
0.04040404040404041,v_Te_shaken,2.2276262782495208e-43,-1.0233046444444445,-5.725160845123106,0.8121129013061532
0.04040404040404041,v_Te_orig_non_JT_distorted,1.1940450248273243e-15,-1.0233046444444445,-5.725160845123106,0.8121129013061532
0.04040404040404041,v_Cd,7.547579953571006e-16,-1.0233046444444445,-5.725160845123106,0.8121129013061532
0.04040404040404041,Cd_Te_orig_C2v,9.342663428234803e-19,-1.0233046444444445,-5.725160845123106,0.8121129013061532
0.04040404040404041,v_Te,84996.6382550348,-1.0233046444444445,-5.725160845123106,0.8121129013061532
0.04040404040404041,Cd_i_Td_Te2.83,37209353.39198611,-1.0233046444444445,-5.725160845123106,0.8121129013061532
0.04040404040404041,Te_Cd_-30%_metastable,1.167104525622986e-63,-1.0233046444444445,-5.725160845123106,0.8121129013061532
0.04040404040404041,Te_Cd_metastable1,1.5535707659674942e-59,-1.0233046444444445,-5.725160845123106,0.8121129013061532
0.04040404040404041,Cd_Te_metastable,3.0948308451387214e-22,-1.0233046444444445,-5.725160845123106,0.8121129013061532
0.04040404040404041,v_Te_C3v_low_energy_metastable,2.2338935177756364e-10,-1.0233046444444445,-5.725160845123106,0.8121129013061532
0.04040404040404041,Te_Cd_C3v_metastable,8.594291142580425e-55,-1.0233046444444445,-5.725160845123106,0.8121129013061532
0.05050505050505051,p0,577815.4868272152,-1.0251645955555557,-5.725948625700759,0.8114981389999398
0.05050505050505051,n0,73387265.05969723,-1.0251645955555557,-5.725948625700759,0.8114981389999398
0.05050505050505051,v_Te_unperturbed,1.619198601246071e-32,-1.0251645955555557,-5.725948625700759,0.8114981389999398
0.05050505050505051,v_Cd_Td,5.195542273655577e-40,-1.0251645955555557,-5.725948625700759,0.8114981389999398
0.05050505050505051,Te_Cd_metastable2,9.113202079273614e-62,-1.0251645955555557,-5.725948625700759,0.8114981389999398
0.05050505050505051,Te_i_Td_Te2.83,4.77018741659906e-32,-1.0251645955555557,-5.725948625700759,0.8114981389999398
0.05050505050505051,v_Cd_C2v_Bipolaron_S1,2.713074448888611e-38,-1.0251645955555557,-5.725948625700759,0.8114981389999398
0.05050505050505051,v_Te_orig_metastable,4.6131997098799314e-26,-1.0251645955555557,-5.725948625700759,0.8114981389999398
0.05050505050505051,v_Cd_C2v_Bipolaron_S0,2.3740561735055845e-38,-1.0251645955555557,-5.725948625700759,0.8114981389999398
0.05050505050505051,Te_i_Td_Te2.83_C3v_meta,2.565103626546331e-51,-1.0251645955555557,-5.725948625700759,0.8114981389999398
0.05050505050505051,Cd_i_Td_Cd2.83,0.2739344938938418,-1.0251645955555557,-5.725948625700759,0.8114981389999398
0.05050505050505051,Cd_Te,0.0004640301014932837,-1.0251645955555557,-5.725948625700759,0.8114981389999398
0.05050505050505051,Te_Cd,1.9540698493736587e-44,-1.0251645955555557,-5.725948625700759,0.8114981389999398
0.05050505050505051,v_Te_shaken,2.189885254256625e-43,-1.0251645955555557,-5.725948625700759,0.8114981389999398
0.05050505050505051,v_Te_orig_non_JT_distorted,1.2309908778196906e-15,-1.0251645955555557,-5.725948625700759,0.8114981389999398
0.05050505050505051,v_Cd,7.733897668362168e-16,-1.0251645955555557,-5.725948625700759,0.8114981389999398
0.05050505050505051,Cd_Te_orig_C2v,8.963116294659607e-19,-1.0251645955555557,-5.725948625700759,0.8114981389999398
0.05050505050505051,v_Te,91894.81011153667,-1.0251645955555557,-5.725948625700759,0.8114981389999398
0.05050505050505051,Cd_i_Td_Te2.83,36312941.00235704,-1.0251645955555557,-5.725948625700759,0.8114981389999398
0.05050505050505051,Te_Cd_-30%_metastable,1.1600222541629131e-63,-1.0251645955555557,-5.725948625700759,0.8114981389999398
0.05050505050505051,Te_Cd_metastable1,1.5813032386252662e-59,-1.0251645955555557,-5.725948625700759,0.8114981389999398
0.05050505050505051,Cd_Te_metastable,2.9691028677588887e-22,-1.0251645955555557,-5.725948625700759,0.8114981389999398
0.05050505050505051,v_Te_C3v_low_energy_metastable,2.3030141118840831e-10,-1.0251645955555557,-5.725948625700759,0.8114981389999398
0.05050505050505051,Te_Cd_C3v_metastable,9.17380039172627e-55,-1.0251645955555557,-5.725948625700759,0.8114981389999398
0.06060606060606061,p0,591709.7417946832,-1.0270245466666668,-5.72673640627841,0.8108838535308847
0.06060606060606061,n0,71664019.1840923,-1.0270245466666668,-5.72673640627841,0.8108838535308847
0.06060606060606061,v_Te_unperturbed,1.5918244382120277e-32,-1.0270245466666668,-5.72673640627841,0.8108838535308847
0.06060606060606061,v_Cd_Td,5.583116450243814e-40,-1.0270245466666668,-5.72673640627841,0.8108838535308847
0.06060606060606061,Te_Cd_metastable2,9.276051071959675e-62,-1.0270245466666668,-5.72673640627841,0.8108838535308847
0.06060606060606061,Te_i_Td_Te2.83,4.627126292287388e-32,-1.0270245466666668,-5.72673640627841,0.8108838535308847
0.06060606060606061,v_Cd_C2v_Bipolaron_S1,2.915462869608889e-38,-1.0270245466666668,-5.72673640627841,0.8108838535308847
0.06060606060606061,v_Te_orig_metastable,4.644263429473336e-26,-1.0270245466666668,-5.72673640627841,0.8108838535308847
0.06060606060606061,v_Cd_C2v_Bipolaron_S0,2.5511546972316265e-38,-1.0270245466666668,-5.72673640627841,0.8108838535308847
0.06060606060606061,Te_i_Td_Te2.83_C3v_meta,2.6092150016367456e-51,-1.0270245466666668,-5.72673640627841,0.8108838535308847
0.06060606060606061,Cd_i_Td_Cd2.83,0.2673235666682346,-1.0270245466666668,-5.72673640627841,0.8108838535308847
0.06060606060606061,Cd_Te,0.00046684591459754323,-1.0270245466666668,-5.72673640627841,0.8108838535308847
0.06060606060606061,Te_Cd,2.0368158035364662e-44,-1.0270245466666668,-5.72673640627841,0.8108838535308847
0.06060606060606061,v_Te_shaken,2.152863065669174e-43,-1.0270245466666668,-5.72673640627841,0.8108838535308847
0.06060606060606061,v_Te_orig_non_JT_distorted,1.2690799004789166e-15,-1.0270245466666668,-5.72673640627841,0.8108838535308847
0.06060606060606061,v_Cd,7.925107126727211e-16,-1.0270245466666668,-5.72673640627841,0.8108838535308847
0.06060606060606061,Cd_Te_orig_C2v,8.598988321553373e-19,-1.0270245466666668,-5.72673640627841,0.8108838535308847
0.06060606060606061,v_Te,99349.15995647437,-1.0270245466666668,-5.72673640627841,0.8108838535308847
0.06060606060606061,Cd_i_Td_Te2.83,35436816.84822312,-1.0270245466666668,-5.72673640627841,0.8108838535308847
0.06060606060606061,Te_Cd_-30%_metastable,1.153025493692742e-63,-1.0270245466666668,-5.72673640627841,0.8108838535308847
0.06060606060606061,Te_Cd_metastable1,1.6095604458397315e-59,-1.0270245466666668,-5.72673640627841,0.8108838535308847
0.06060606060606061,Cd_Te_metastable,2.848482608728583e-22,-1.0270245466666668,-5.72673640627841,0.8108838535308847
0.06060606060606061,v_Te_C3v_low_energy_metastable,2.3742734187340896e-10,-1.0270245466666668,-5.72673640627841,0.8108838535308847
0.06060606060606061,Te_Cd_C3v_metastable,9.792205075374194e-55,-1.0270245466666668,-5.72673640627841,0.8108838535308847
0.07070707070707072,p0,605929.7182265298,-1.028884497777778,-5.727524186856061,0.8102699256896981
0.07070707070707072,n0,69982205.87612289,-1.028884497777778,-5.727524186856061,0.8102699256896981
0.07070707070707072,v_Te_unperturbed,1.564956360195153e-32,-1.028884497777778,-5.727524186856061,0.8102699256896981
0.07070707070707072,v_Cd_Td,5.9996026699734585e-40,-1.028884497777778,-5.727524186856061,0.8102699256896981
0.07070707070707072,Te_Cd_metastable2,9.441940721673065e-62,-1.028884497777778,-5.727524186856061,0.8102699256896981
0.07070707070707072,Te_i_Td_Te2.83,4.488358097658039e-32,-1.028884497777778,-5.727524186856061,0.8102699256896981
0.07070707070707072,v_Cd_C2v_Bipolaron_S1,3.13294894931846e-38,-1.028884497777778,-5.727524186856061,0.8102699256896981
0.07070707070707072,v_Te_orig_metastable,4.6756010018452094e-26,-1.028884497777778,-5.727524186856061,0.8102699256896981
0.07070707070707072,v_Cd_C2v_Bipolaron_S0,2.7414643182586294e-38,-1.028884497777778,-5.727524186856061,0.8102699256896981
0.07070707070707072,Te_i_Td_Te2.83_C3v_meta,2.6540115173800152e-51,-1.028884497777778,-5.727524186856061,0.8102699256896981
0.07070707070707072,Cd_i_Td_Cd2.83,0.26086500478798735,-1.028884497777778,-5.727524186856061,0.8102699256896981
0.07070707070707072,Cd_Te,0.00046966582002069194,-1.028884497777778,-5.727524186856061,0.8102699256896981
0.07070707070707072,Te_Cd,2.123065671816651e-44,-1.028884497777778,-5.727524186856061,0.8102699256896981
0.07070707070707072,v_Te_shaken,2.1165253317963243e-43,-1.028884497777778,-5.727524186856061,0.8102699256896981
0.07070707070707072,v_Te_orig_non_JT_distorted,1.308347464485035e-15,-1.028884497777778,-5.727524186856061,0.8102699256896981
0.07070707070707072,v_Cd,8.121268653689614e-16,-1.028884497777778,-5.727524186856061,0.8102699256896981
0.07070707070707072,Cd_Te_orig_C2v,8.249653103158621e-19,-1.028884497777778,-5.727524186856061,0.8102699256896981
0.07070707070707072,v_Te,107405.22225644966,-1.028884497777778,-5.727524186856061,0.8102699256896981
0.07070707070707072,Cd_i_Td_Te2.83,34580874.21202762,-1.028884497777778,-5.727524186856061,0.8102699256896981
0.07070707070707072,Te_Cd_-30%_metastable,1.1461026438616696e-63,-1.028884497777778,-5.727524186856061,0.8102699256896981
0.07070707070707072,Te_Cd_metastable1,1.6383452613265734e-59,-1.028884497777778,-5.727524186856061,0.8102699256896981
0.07070707070707072,Cd_Te_metastable,2.7327625662068333e-22,-1.028884497777778,-5.727524186856061,0.8102699256896981
0.07070707070707072,v_Te_C3v_low_energy_metastable,2.4477376138592217e-10,-1.028884497777778,-5.727524186856061,0.8102699256896981
0.07070707070707072,Te_Cd_C3v_metastable,1.0452151745252438e-54,-1.028884497777778,-5.727524186856061,0.8102699256896981
0.08080808080808081,p0,620479.9845348584,-1.030744448888889,-5.728311967433713,0.8096564746856698
0.08080808080808081,n0,68341121.94477977,-1.030744448888889,-5.728311967433713,0.8096564746856698
0.08080808080808081,v_Te_unperturbed,1.538598540451923e-32,-1.030744448888889,-5.728311967433713,0.8096564746856698
0.08080808080808081,v_Cd_Td,6.4471576973789875e-40,-1.030744448888889,-5.728311967433713,0.8096564746856698
0.08080808080808081,Te_Cd_metastable2,9.610974355481623e-62,-1.030744448888889,-5.728311967433713,0.8096564746856698
0.08080808080808081,Te_i_Td_Te2.83,4.353753972017567e-32,-1.030744448888889,-5.728311967433713,0.8096564746856698
0.08080808080808081,v_Cd_C2v_Bipolaron_S1,3.366658934796306e-38,-1.030744448888889,-5.728311967433713,0.8096564746856698
0.08080808080808081,v_Te_orig_metastable,4.707236850859557e-26,-1.030744448888889,-5.728311967433713,0.8096564746856698
0.08080808080808081,v_Cd_C2v_Bipolaron_S0,2.945970550684676e-38,-1.030744448888889,-5.728311967433713,0.8096564746856698
0.08080808080808081,Te_i_Td_Te2.83_C3v_meta,2.6994775407332495e-51,-1.030744448888889,-5.728311967433713,0.8096564746856698
0.08080808080808081,Cd_i_Td_Cd2.83,0.2545531299360109,-1.030744448888889,-5.728311967433713,0.8096564746856698
0.08080808080808081,Cd_Te,0.0004724853284849894,-1.030744448888889,-5.728311967433713,0.8096564746856698
0.08080808080808081,Te_Cd,2.2129678290109336e-44,-1.030744448888889,-5.728311967433713,0.8096564746856698
0.08080808080808081,v_Te_shaken,2.0808776967590696e-43,-1.030744448888889,-5.728311967433713,0.8096564746856698
0.08080808080808081,v_Te_orig_non_JT_distorted,1.3488300359800168e-15,-1.030744448888889,-5.728311967433713,0.8096564746856698
0.08080808080808081,v_Cd,8.322592565692754e-16,-1.030744448888889,-5.728311967433713,0.8096564746856698
0.08080808080808081,Cd_Te_orig_C2v,7.9145096815483805e-19,-1.030744448888889,-5.728311967433713,0.8096564746856698
0.08080808080808081,v_Te,116110.25422701145,-1.030744448888889,-5.728311967433713,0.8096564746856698
0.08080808080808081,Cd_i_Td_Te2.83,33744361.21215515,-1.030744448888889,-5.728311967433713,0.8096564746856698
0.08080808080808081,Te_Cd_-30%_metastable,1.1392633857186672e-63,-1.030744448888889,-5.728311967433713,0.8096564746856698
0.08080808080808081,Te_Cd_metastable1,1.6676756141765318e-59,-1.030744448888889,-5.728311967433713,0.8096564746856698
0.08080808080808081,Cd_Te_metastable,2.6217436681472334e-22,-1.030744448888889,-5.728311967433713,0.8096564746856698
0.08080808080808081,v_Te_C3v_low_energy_metastable,2.523474920380442e-10,-1.030744448888889,-5.728311967433713,0.8096564746856698
0.08080808080808081,Te_Cd_C3v_metastable,1.115636980908221e-54,-1.030744448888889,-5.728311967433713,0.8096564746856698
0.09090909090909091,p0,635367.9288163328,-1.0326044,-5.729099748011364,0.8090435005187997
0.09090909090909091,n0,66739752.45554346,-1.0326044,-5.729099748011364,0.8090435005187997
0.09090909090909091,v_Te_unperturbed,1.5127404566169187e-32,-1.0326044,-5.729099748011364,0.8090435005187997
0.09090909090909091,v_Cd_Td,6.928099186117771e-40,-1.0326044,-5.729099748011364,0.8090435005187997
0.09090909090909091,Te_Cd_metastable2,9.78321454981198e-62,-1.0326044,-5.729099748011364,0.8090435005187997
0.09090909090909091,Te_i_Td_Te2.83,4.223188942699651e-32,-1.0326044,-5.729099748011364,0.8090435005187997
0.09090909090909091,v_Cd_C2v_Bipolaron_S1,3.6178030879531177e-38,-1.0326044,-5.729099748011364,0.8090435005187997
0.09090909090909091,v_Te_orig_metastable,4.739174165700508e-26,-1.0326044,-5.729099748011364,0.8090435005187997
0.09090909090909091,v_Cd_C2v_Bipolaron_S0,3.165732425441191e-38,-1.0326044,-5.729099748011364,0.8090435005187997
0.09090909090909091,Te_i_Td_Te2.83_C3v_meta,2.745621157937233e-51,-1.0326044,-5.729099748011364,0.8090435005187997
0.09090909090909091,Cd_i_Td_Cd2.83,0.2483848501293161,-1.0326044,-5.729099748011364,0.8090435005187997
0.09090909090909091,Cd_Te,0.00047530422896390487,-1.0326044,-5.729099748011364,0.8090435005187997
0.09090909090909091,Te_Cd,2.3066769329129577e-44,-1.0326044,-5.729099748011364,0.8090435005187997
0.09090909090909091,v_Te_shaken,2.04590592958361e-43,-1.0326044,-5.729099748011364,0.8090435005187997
0.09090909090909091,v_Te_orig_non_JT_distorted,1.3905652094321828e-15,-1.0326044,-5.729099748011364,0.8090435005187997
0.09090909090909091,v_Cd,8.52922187474682e-16,-1.0326044,-5.729099748011364,0.8090435005187997
0.09090909090909091,Cd_Te_orig_C2v,7.59298151280278e-19,-1.0326044,-5.729099748011364,0.8090435005187997
0.09090909090909091,v_Te,125516.18561761963,-1.0326044,-5.729099748011364,0.8090435005187997
0.09090909090909091,Cd_i_Td_Te2.83,32926868.81471866,-1.0326044,-5.729099748011364,0.8090435005187997
0.09090909090909091,Te_Cd_-30%_metastable,1.1325067173372228e-63,-1.0326044,-5.729099748011364,0.8090435005187997
0.09090909090909091,Te_Cd_metastable1,1.6975623625166662e-59,-1.0326044,-5.729099748011364,0.8090435005187997
