,Defect,Charge,Formation Energy (eV),Concentration (cm^-3),Charge State Population,Total Concentration (cm^-3),Fermi Level,Electrons (cm^-3),Holes (cm^-3),Annealing Temperature,Quenched Temperature
0,Cd_Te,2,1.928,136.39798022412893,97.9%,139.3811427106315,0.8994359560558118,19063545859.735367,551743.6454128374,420.0,300.0
1,Cd_Te,1,2.091,2.9831142422014074,2.1%,139.3811427106315,0.8994359560558118,19063545859.735367,551743.6454128374,420.0,300.0
2,Cd_Te,0,2.376,4.8244301169424836e-05,0.0%,139.3811427106315,0.8994359560558118,19063545859.735367,551743.6454128374,420.0,300.0
3,Cd_Te,-1,3.328,8.130156131607205e-22,0.0%,139.3811427106315,0.8994359560558118,19063545859.735367,551743.6454128374,420.0,300.0
4,Cd_Te,-2,4.313,2.868040342731768e-37,0.0%,139.3811427106315,0.8994359560558118,19063545859.735367,551743.6454128374,420.0,300.0
5,Cd_i_Td_Cd2.83,2,1.759,1050.9746096344088,5.6%,18820.853584989374,0.8994359560558118,19063545859.735367,551743.6454128374,420.0,300.0
6,Cd_i_Td_Cd2.83,1,1.703,17769.87875308667,94.4%,18820.853584989374,0.8994359560558118,19063545859.735367,551743.6454128374,420.0,300.0
7,Cd_i_Td_Cd2.83,0,2.156,0.00022226829707481805,0.0%,18820.853584989374,0.8994359560558118,19063545859.735367,551743.6454128374,420.0,300.0
8,Cd_i_Td_Te2.83,2,1.275,9441211859.94597,100.0%,9441212118.835487,0.8994359560558118,19063545859.735367,551743.6454128374,420.0,300.0
9,Cd_i_Td_Te2.83,1,1.743,258.88951688745937,0.0%,9441212118.835487,0.8994359560558118,19063545859.735367,551743.6454128374,420.0,300.0
10,Cd_i_Td_Te2.83,0,2.471,7.742933825376383e-11,0.0%,9441212118.835487,0.8994359560558118,19063545859.735367,551743.6454128374,420.0,300.0
11,Te_Cd,2,5.449,4.213563135223844e-51,0.0%,1.6475345269166192e-25,0.8994359560558118,19063545859.735367,551743.6454128374,420.0,300.0
12,Te_Cd,1,4.584,1.1503416964273652e-35,0.0%,1.6475345269166192e-25,0.8994359560558118,19063545859.735367,551743.6454128374,420.0,300.0
13,Te_Cd,0,3.962,1.6475345265154283e-25,100.0%,1.6475345269166192e-25,0.8994359560558118,19063545859.735367,551743.6454128374,420.0,300.0
14,Te_Cd,-1,4.589,2.8615677397920006e-35,0.0%,1.6475345269166192e-25,0.8994359560558118,19063545859.735367,551743.6454128374,420.0,300.0
15,Te_Cd,-2,5.15,5.514905488729576e-45,0.0%,1.6475345269166192e-25,0.8994359560558118,19063545859.735367,551743.6454128374,420.0,300.0
16,Te_i_Td_Te2.83,2,4.613,4.074835981288228e-40,0.0%,1.1178529255430514e-14,0.8994359560558118,19063545859.735367,551743.6454128374,420.0,300.0
17,Te_i_Td_Te2.83,1,3.749,1.3566999758465224e-25,0.0%,1.1178529255430514e-14,0.8994359560558118,19063545859.735367,551743.6454128374,420.0,300.0
18,Te_i_Td_Te2.83,0,3.099,1.1178529255294845e-14,100.0%,1.1178529255430514e-14,0.8994359560558118,19063545859.735367,551743.6454128374,420.0,300.0
19,Te_i_Td_Te2.83,-1,4.813,3.555816172814962e-43,0.0%,1.1178529255430514e-14,0.8994359560558118,19063545859.735367,551743.6454128374,420.0,300.0
20,Te_i_Td_Te2.83,-2,7.05,4.759423784148184e-81,0.0%,1.1178529255430514e-14,0.8994359560558118,19063545859.735367,551743.6454128374,420.0,300.0
21,v_Cd,0,3.15,7.740998362656436e-23,0.0%,3.4911917024604007e-09,0.8994359560558118,19063545859.735367,551743.6454128374,420.0,300.0
22,v_Cd,-1,2.793,1.0177140171883571e-16,0.0%,3.4911917024604007e-09,0.8994359560558118,19063545859.735367,551743.6454128374,420.0,300.0
23,v_Cd,-2,2.291,3.4911916006889214e-09,100.0%,3.4911917024604007e-09,0.8994359560558118,19063545859.735367,551743.6454128374,420.0,300.0
24,v_Te,2,1.444,90274994.86266084,100.0%,90275935.19467272,0.8994359560558118,19063545859.735367,551743.6454128374,420.0,300.0
25,v_Te,1,2.233,9.836256129727315e-06,0.0%,90275935.19467272,0.8994359560558118,19063545859.735367,551743.6454128374,420.0,300.0
26,v_Te,0,1.787,940.3320020364347,0.0%,90275935.19467272,0.8994359560558118,19063545859.735367,551743.6454128374,420.0,300.0
27,v_Te,-1,2.791,5.0434678418409536e-14,0.0%,90275935.19467272,0.8994359560558118,19063545859.735367,551743.6454128374,420.0,300.0
28,v_Te,-2,3.352,9.562658881125818e-24,0.0%,90275935.19467272,0.8994359560558118,19063545859.735367,551743.6454128374,420.0,300.0
0,Cd_Te,2,1.991,992.4221653993721,93.1%,1065.556311009258,0.9308384170607,64230574880.164406,163756.75112761225,440.0,300.0
1,Cd_Te,1,2.123,73.13016077079584,6.9%,1065.556311009258,0.9308384170607,64230574880.164406,163756.75112761225,440.0,300.0
2,Cd_Te,0,2.376,0.003984839089959779,0.0%,1065.556311009258,0.9308384170607,64230574880.164406,163756.75112761225,440.0,300.0
3,Cd_Te,-1,3.297,2.262568734262934e-19,0.0%,1065.556311009258,0.9308384170607,64230574880.164406,163756.75112761225,440.0,300.0
4,Cd_Te,-2,4.25,2.6892196626543246e-34,0.0%,1065.556311009258,0.9308384170607,64230574880.164406,163756.75112761225,440.0,300.0
5,Cd_i_Td_Cd2.83,2,1.821,2056.310215327789,1.7%,119200.03208625416,0.9308384170607,64230574880.164406,163756.75112761225,440.0,300.0
6,Cd_i_Td_Cd2.83,1,1.735,117143.7169340735,98.3%,119200.03208625416,0.9308384170607,64230574880.164406,163756.75112761225,440.0,300.0
7,Cd_i_Td_Cd2.83,0,2.156,0.004936852865401979,0.0%,119200.03208625416,0.9308384170607,64230574880.164406,163756.75112761225,440.0,300.0
8,Cd_i_Td_Te2.83,2,1.338,31740258391.754528,100.0%,31740261324.236195,0.9308384170607,64230574880.164406,163756.75112761225,440.0,300.0
9,Cd_i_Td_Te2.83,1,1.775,2932.481670389152,0.0%,31740261324.236195,0.9308384170607,64230574880.164406,163756.75112761225,440.0,300.0
10,Cd_i_Td_Te2.83,0,2.471,2.9550478334810234e-09,0.0%,31740261324.236195,0.9308384170607,64230574880.164406,163756.75112761225,440.0,300.0
11,Te_Cd,2,5.512,5.376228517760886e-50,0.0%,2.3863766579321596e-23,0.9308384170607,64230574880.164406,163756.75112761225,440.0,300.0
12,Te_Cd,1,4.616,4.94530638033209e-34,0.0%,2.3863766579321596e-23,0.9308384170607,64230574880.164406,163756.75112761225,440.0,300.0
13,Te_Cd,0,3.962,2.3863766564861884e-23,100.0%,2.3863766579321596e-23,0.9308384170607,64230574880.164406,163756.75112761225,440.0,300.0
14,Te_Cd,-1,4.558,1.3965182805815176e-32,0.0%,2.3863766579321596e-23,0.9308384170607,64230574880.164406,163756.75112761225,440.0,300.0
15,Te_Cd,-2,5.087,9.068152071340348e-42,0.0%,2.3863766579321596e-23,0.9308384170607,64230574880.164406,163756.75112761225,440.0,300.0
16,Te_i_Td_Te2.83,2,4.676,1.7590646708188146e-39,0.0%,5.478133285133276e-13,0.9308384170607,64230574880.164406,163756.75112761225,440.0,300.0
17,Te_i_Td_Te2.83,1,3.78,1.973302279890241e-24,0.0%,5.478133285133276e-13,0.9308384170607,64230574880.164406,163756.75112761225,440.0,300.0
18,Te_i_Td_Te2.83,0,3.099,5.478133285113543e-13,100.0%,5.478133285133276e-13,0.9308384170607,64230574880.164406,163756.75112761225,440.0,300.0
19,Te_i_Td_Te2.83,-1,4.782,5.871179444879743e-41,0.0%,5.478133285133276e-13,0.9308384170607,64230574880.164406,163756.75112761225,440.0,300.0
20,Te_i_Td_Te2.83,-2,6.987,2.6477596306199386e-78,0.0%,5.478133285133276e-13,0.9308384170607,64230574880.164406,163756.75112761225,440.0,300.0
21,v_Cd,0,3.15,1.787590176596327e-22,0.0%,9.152103535872989e-08,0.9308384170607,64230574880.164406,163756.75112761225,440.0,300.0
22,v_Cd,-1,2.762,7.918353141789982e-16,0.0%,9.152103535872989e-08,0.9308384170607,64230574880.164406,163756.75112761225,440.0,300.0
23,v_Cd,-2,2.228,9.15210345668944e-08,100.0%,9.152103535872989e-08,0.9308384170607,64230574880.164406,163756.75112761225,440.0,300.0
24,v_Te,2,1.506,374884046.0766559,100.0%,374928374.9769023,0.9308384170607,64230574880.164406,163756.75112761225,440.0,300.0
25,v_Te,1,2.265,0.00013762503474117895,0.0%,374928374.9769023,0.9308384170607,64230574880.164406,163756.75112761225,440.0,300.0
26,v_Te,0,1.787,44328.90010878116,0.0%,374928374.9769023,0.9308384170607,64230574880.164406,163756.75112761225,440.0,300.0
27,v_Te,-1,2.76,8.010748951493385e-12,0.0%,374928374.9769023,0.9308384170607,64230574880.164406,163756.75112761225,440.0,300.0
28,v_Te,-2,3.289,5.11753304849953e-21,0.0%,374928374.9769023,0.9308384170607,64230574880.164406,163756.75112761225,440.0,300.0
0,Cd_Te,2,2.048,5548.120566229419,81.8%,6778.86393498849,0.9593248088535203,193326828434.34402,54406.262641157824,460.0,300.0
1,Cd_Te,1,2.151,1230.5415503105282,18.2%,6778.86393498849,0.9593248088535203,193326828434.34402,54406.262641157824,460.0,300.0
2,Cd_Te,0,2.376,0.2018184485427687,0.0%,6778.86393498849,0.9593248088535203,193326828434.34402,54406.262641157824,460.0,300.0
3,Cd_Te,-1,3.269,3.4490713252355795e-17,0.0%,6778.86393498849,0.9593248088535203,193326828434.34402,54406.262641157824,460.0,300.0
4,Cd_Te,-2,4.193,1.2338915549606286e-31,0.0%,6778.86393498849,0.9593248088535203,193326828434.34402,54406.262641157824,460.0,300.0
5,Cd_i_Td_Cd2.83,2,1.878,3712.0569926014196,0.6%,640207.6152440653,0.9593248088535203,193326828434.34402,54406.262641157824,460.0,300.0
6,Cd_i_Td_Cd2.83,1,1.763,636495.4775136797,99.4%,640207.6152440653,0.9593248088535203,193326828434.34402,54406.262641157824,460.0,300.0
7,Cd_i_Td_Cd2.83,0,2.156,0.0807377841583082,0.0%,640207.6152440653,0.9593248088535203,193326828434.34402,54406.262641157824,460.0,300.0
8,Cd_i_Td_Te2.83,2,1.395,95299173246.16713,100.0%,95299199747.29155,0.9593248088535203,193326828434.34402,54406.262641157824,460.0,300.0
9,Cd_i_Td_Te2.83,1,1.803,26501.124419673462,0.0%,95299199747.29155,0.9593248088535203,193326828434.34402,54406.262641157824,460.0,300.0
10,Cd_i_Td_Te2.83,0,2.471,8.037922784310877e-08,0.0%,95299199747.29155,0.9593248088535203,193326828434.34402,54406.262641157824,460.0,300.0
11,Te_Cd,2,5.569,5.57670140541214e-49,0.0%,2.2425353815276576e-21,0.9593248088535203,193326828434.34402,54406.262641157824,460.0,300.0
12,Te_Cd,1,4.644,1.5439854170524312e-32,0.0%,2.2425353815276576e-21,0.9593248088535203,193326828434.34402,54406.262641157824,460.0,300.0
13,Te_Cd,0,3.962,2.2425353775622164e-21,100.0%,2.2425353815276576e-21,0.9593248088535203,193326828434.34402,54406.262641157824,460.0,300.0
14,Te_Cd,-1,4.529,3.9500014567452945e-30,0.0%,2.2425353815276576e-21,0.9593248088535203,193326828434.34402,54406.262641157824,460.0,300.0
15,Te_Cd,-2,5.03,7.720043458315992e-39,0.0%,2.2425353815276576e-21,0.9593248088535203,193326828434.34402,54406.262641157824,460.0,300.0
16,Te_i_Td_Te2.83,2,4.733,6.783458467293101e-39,0.0%,1.9138266516877595e-11,0.9593248088535203,193326828434.34402,54406.262641157824,460.0,300.0
17,Te_i_Td_Te2.83,1,3.809,2.2904103708180746e-23,0.0%,1.9138266516877595e-11,0.9593248088535203,193326828434.34402,54406.262641157824,460.0,300.0
18,Te_i_Td_Te2.83,0,3.099,1.913826651685469e-11,100.0%,1.9138266516877595e-11,0.9593248088535203,193326828434.34402,54406.262641157824,460.0,300.0
19,Te_i_Td_Te2.83,-1,4.753,6.173702213923134e-39,0.0%,1.9138266516877595e-11,0.9593248088535203,193326828434.34402,54406.262641157824,460.0,300.0
20,Te_i_Td_Te2.83,-2,6.93,8.380099970149907e-76,0.0%,1.9138266516877595e-11,0.9593248088535203,193326828434.34402,54406.262641157824,460.0,300.0
21,v_Cd,0,3.15,3.9237974548770015e-22,0.0%,1.8199530454610694e-06,0.9593248088535203,193326828434.34402,54406.262641157824,460.0,300.0
22,v_Cd,-1,2.733,5.2314708289580935e-15,0.0%,1.8199530454610694e-06,0.9593248088535203,193326828434.34402,54406.262641157824,460.0,300.0
23,v_Cd,-2,2.171,1.8199530402295983e-06,100.0%,1.8199530454610694e-06,0.9593248088535203,193326828434.34402,54406.262641157824,460.0,300.0
24,v_Te,2,1.563,1363872394.1241405,99.9%,1365333441.7610369,0.9593248088535203,193326828434.34402,54406.262641157824,460.0,300.0
25,v_Te,1,2.293,0.0015070391751235712,0.0%,1365333441.7610369,0.9593248088535203,193326828434.34402,54406.262641157824,460.0,300.0
26,v_Te,0,1.787,1461047.6353893185,0.1%,1365333441.7610369,0.9593248088535203,193326828434.34402,54406.262641157824,460.0,300.0
27,v_Te,-1,2.731,7.946956969423306e-10,0.0%,1365333441.7610369,0.9593248088535203,193326828434.34402,54406.262641157824,460.0,300.0
28,v_Te,-2,3.232,1.5280540475731258e-18,0.0%,1365333441.7610369,0.9593248088535203,193326828434.34402,54406.262641157824,460.0,300.0
0,Cd_Te,2,2.1,22878.296206013067,62.3%,36715.670449099605,0.9852477063304254,526959975668.8837,19960.130804356122,480.0,300.0
1,Cd_Te,1,2.177,13831.191094643902,37.7%,36715.670449099605,0.9852477063304254,526959975668.8837,19960.130804356122,480.0,300.0
2,Cd_Te,0,2.376,6.1831484426400944,0.0%,36715.670449099605,0.9852477063304254,526959975668.8837,19960.130804356122,480.0,300.0
3,Cd_Te,-1,3.243,2.8802918523733347e-15,0.0%,36715.670449099605,0.9852477063304254,526959975668.8837,19960.130804356122,480.0,300.0
4,Cd_Te,-2,4.141,2.8086448262283404e-29,0.0%,36715.670449099605,0.9852477063304254,526959975668.8837,19960.130804356122,480.0,300.0
5,Cd_i_Td_Cd2.83,2,1.93,6353.536877867073,0.2%,2975843.7797885314,0.9852477063304254,526959975668.8837,19960.130804356122,480.0,300.0
6,Cd_i_Td_Cd2.83,1,1.789,2969489.216198359,99.8%,2975843.7797885314,0.9852477063304254,526959975668.8837,19960.130804356122,480.0,300.0
7,Cd_i_Td_Cd2.83,0,2.156,1.026712304978844,0.0%,2975843.7797885314,0.9852477063304254,526959975668.8837,19960.130804356122,480.0,300.0
8,Cd_i_Td_Te2.83,2,1.447,259083207796.84518,100.0%,259083404178.06094,0.9852477063304254,526959975668.8837,19960.130804356122,480.0,300.0
9,Cd_i_Td_Te2.83,1,1.829,196381.21575210063,0.0%,259083404178.06094,0.9852477063304254,526959975668.8837,19960.130804356122,480.0,300.0
10,Cd_i_Td_Te2.83,0,2.471,1.6235474421941289e-06,0.0%,259083404178.06094,0.9852477063304254,526959975668.8837,19960.130804356122,480.0,300.0
11,Te_Cd,2,5.621,4.830485723730271e-48,0.0%,1.4431907540679429e-19,0.9852477063304254,526959975668.8837,19960.130804356122,480.0,300.0
12,Te_Cd,1,4.67,3.645374204796988e-31,0.0%,1.4431907540679429e-19,0.9852477063304254,526959975668.8837,19960.130804356122,480.0,300.0
13,Te_Cd,0,3.962,1.4431907471353512e-19,100.0%,1.4431907540679429e-19,0.9852477063304254,526959975668.8837,19960.130804356122,480.0,300.0
14,Te_Cd,-1,4.503,6.928946358470669e-28,0.0%,1.4431907540679429e-19,0.9852477063304254,526959975668.8837,19960.130804356122,480.0,300.0
15,Te_Cd,-2,4.978,3.69126478239498e-36,0.0%,1.4431907540679429e-19,0.9852477063304254,526959975668.8837,19960.130804356122,480.0,300.0
16,Te_i_Td_Te2.83,2,4.785,2.372163101572549e-38,0.0%,4.97241073693051e-10,0.9852477063304254,526959975668.8837,19960.130804356122,480.0,300.0
17,Te_i_Td_Te2.83,1,3.835,2.183193291291715e-22,0.0%,4.97241073693051e-10,0.9852477063304254,526959975668.8837,19960.130804356122,480.0,300.0
18,Te_i_Td_Te2.83,0,3.099,4.972410736928326e-10,100.0%,4.97241073693051e-10,0.9852477063304254,526959975668.8837,19960.130804356122,480.0,300.0
19,Te_i_Td_Te2.83,-1,4.727,4.372155359059201e-37,0.0%,4.97241073693051e-10,0.9852477063304254,526959975668.8837,19960.130804356122,480.0,300.0
20,Te_i_Td_Te2.83,-2,6.878,1.6176502093660878e-73,0.0%,4.97241073693051e-10,0.9852477063304254,526959975668.8837,19960.130804356122,480.0,300.0
21,v_Cd,0,3.15,8.249694630655638e-22,0.0%,2.8429059726381367e-05,0.9852477063304254,526959975668.8837,19960.130804356122,480.0,300.0
22,v_Cd,-1,2.707,2.99806200548487e-14,0.0%,2.8429059726381367e-05,0.9852477063304254,526959975668.8837,19960.130804356122,480.0,300.0
23,v_Cd,-2,2.119,2.8429059696400748e-05,100.0%,2.8429059726381367e-05,0.9852477063304254,526959975668.8837,19960.130804356122,480.0,300.0
24,v_Te,2,1.615,4395150975.616165,99.2%,4430132236.2412815,0.9852477063304254,526959975668.8837,19960.130804356122,480.0,300.0
25,v_Te,1,2.319,0.013237626138339365,0.0%,4430132236.2412815,0.9852477063304254,526959975668.8837,19960.130804356122,480.0,300.0
26,v_Te,0,1.787,34981260.61187907,0.8%,4430132236.2412815,0.9852477063304254,526959975668.8837,19960.130804356122,480.0,300.0
27,v_Te,-1,2.705,5.186297821895546e-08,0.0%,4430132236.2412815,0.9852477063304254,526959975668.8837,19960.130804356122,480.0,300.0
28,v_Te,-2,3.18,2.7181963017059257e-16,0.0%,4430132236.2412815,0.9852477063304254,526959975668.8837,19960.130804356122,480.0,300.0
0,Cd_Te,2,2.147,68752.71769359964,39.8%,172626.15473039637,1.0088972203026794,1315442785568.4053,7995.930936259515,500.0,300.0
1,Cd_Te,1,2.201,103757.64876770151,60.1%,172626.15473039637,1.0088972203026794,1315442785568.4053,7995.930936259515,500.0,300.0
2,Cd_Te,0,2.376,115.78826909523713,0.1%,172626.15473039637,1.0088972203026794,1315442785568.4053,7995.930936259515,500.0,300.0
3,Cd_Te,-1,3.219,1.3464360570899622e-13,0.0%,172626.15473039637,1.0088972203026794,1315442785568.4053,7995.930936259515,500.0,300.0
4,Cd_Te,-2,4.094,3.277482708772531e-27,0.0%,172626.15473039637,1.0088972203026794,1315442785568.4053,7995.930936259515,500.0,300.0
5,Cd_i_Td_Cd2.83,2,1.977,10431.20394232363,0.1%,12180565.129406093,1.0088972203026794,1315442785568.4053,7995.930936259515,500.0,300.0
6,Cd_i_Td_Cd2.83,1,1.813,12170123.421424279,99.9%,12180565.129406093,1.0088972203026794,1315442785568.4053,7995.930936259515,500.0,300.0
7,Cd_i_Td_Cd2.83,0,2.156,10.504039490408498,0.0%,12180565.129406093,1.0088972203026794,1315442785568.4053,7995.930936259515,500.0,300.0
8,Cd_i_Td_Te2.83,2,1.494,645342901654.9849,100.0%,645344122739.0531,1.0088972203026794,1315442785568.4053,7995.930936259515,500.0,300.0
9,Cd_i_Td_Te2.83,1,1.853,1221084.0682198212,0.0%,645344122739.0531,1.0088972203026794,1315442785568.4053,7995.930936259515,500.0,300.0
10,Cd_i_Td_Te2.83,0,2.471,2.520025602836053e-05,0.0%,645344122739.0531,1.0088972203026794,1315442785568.4053,7995.930936259515,500.0,300.0
11,Te_Cd,2,5.668,3.5752044518483654e-47,0.0%,6.656141071916673e-18,1.0088972203026794,1315442785568.4053,7995.930936259515,500.0,300.0
12,Te_Cd,1,4.694,6.73513870880449e-30,0.0%,6.656141071916673e-18,1.0088972203026794,1315442785568.4053,7995.930936259515,500.0,300.0
13,Te_Cd,0,3.962,6.656140992136128e-18,100.0%,6.656141071916673e-18,1.0088972203026794,1315442785568.4053,7995.930936259515,500.0,300.0
14,Te_Cd,-1,4.48,7.977380823260574e-26,0.0%,6.656141071916673e-18,1.0088972203026794,1315442785568.4053,7995.930936259515,500.0,300.0
15,Te_Cd,-2,4.931,1.060871234200274e-33,0.0%,6.656141071916673e-18,1.0088972203026794,1315442785568.4053,7995.930936259515,500.0,300.0
16,Te_i_Td_Te2.83,2,4.832,7.621622053426589e-38,0.0%,9.955396360704594e-09,1.0088972203026794,1315442785568.4053,7995.930936259515,500.0,300.0
17,Te_i_Td_Te2.83,1,3.858,1.751013116926209e-21,0.0%,9.955396360704594e-09,1.0088972203026794,1315442785568.4053,7995.930936259515,500.0,300.0
18,Te_i_Td_Te2.83,0,3.099,9.955396360702844e-09,100.0%,9.955396360704594e-09,1.0088972203026794,1315442785568.4053,7995.930936259515,500.0,300.0
19,Te_i_Td_Te2.83,-1,4.704,2.1851512066771798e-35,0.0%,9.955396360704594e-09,1.0088972203026794,1315442785568.4053,7995.930936259515,500.0,300.0
20,Te_i_Td_Te2.83,-2,6.831,2.0182031315380444e-71,0.0%,9.955396360704594e-09,1.0088972203026794,1315442785568.4053,7995.930936259515,500.0,300.0
21,v_Cd,0,3.15,1.6724317409227873e-21,0.0%,0.000359138299011988,1.0088972203026794,1315442785568.4053,7995.930936259515,500.0,300.0
22,v_Cd,-1,2.684,1.5172092703909047e-13,0.0%,0.000359138299011988,1.0088972203026794,1315442785568.4053,7995.930936259515,500.0,300.0
23,v_Cd,-2,2.072,0.00035913829886026705,100.0%,0.000359138299011988,1.0088972203026794,1315442785568.4053,7995.930936259515,500.0,300.0
24,v_Te,2,1.663,12371660464.714226,95.3%,12985250570.637339,1.0088972203026794,1315442785568.4053,7995.930936259515,500.0,300.0
25,v_Te,1,2.343,0.09301621315820725,0.0%,12985250570.637339,1.0088972203026794,1315442785568.4053,7995.930936259515,500.0,300.0
26,v_Te,0,1.787,613590105.8300933,4.7%,12985250570.637339,1.0088972203026794,1315442785568.4053,7995.930936259515,500.0,300.0
27,v_Te,-1,2.681,2.2708826545609113e-06,0.0%,12985250570.637339,1.0088972203026794,1315442785568.4053,7995.930936259515,500.0,300.0
28,v_Te,-2,3.133,2.9710667334622686e-14,0.0%,12985250570.637339,1.0088972203026794,1315442785568.4053,7995.930936259515,500.0,300.0
0,Cd_Te,2,2.19,159697.6167456415,22.3%,716437.3710868924,1.0304760437278626,3030960020828.8135,3470.2499429604304,520.0,300.0
1,Cd_Te,1,2.222,555311.8810043039,77.5%,716437.3710868924,1.0304760437278626,3030960020828.8135,3470.2499429604304,520.0,300.0
2,Cd_Te,0,2.376,1427.8733369470647,0.2%,716437.3710868924,1.0304760437278626,3030960020828.8135,3470.2499429604304,520.0,300.0
3,Cd_Te,-1,3.197,3.825772438824525e-12,0.0%,716437.3710868924,1.0304760437278626,3030960020828.8135,3470.2499429604304,520.0,300.0
4,Cd_Te,-2,4.05,2.145764660561748e-25,0.0%,716437.3710868924,1.0304760437278626,3030960020828.8135,3470.2499429604304,520.0,300.0
5,Cd_i_Td_Cd2.83,2,2.021,16569.43789466256,0.0%,44559364.333576895,1.0304760437278626,3030960020828.8135,3470.2499429604304,520.0,300.0
6,Cd_i_Td_Cd2.83,1,1.834,44542706.31352711,100.0%,44559364.333576895,1.0304760437278626,3030960020828.8135,3470.2499429604304,520.0,300.0
7,Cd_i_Td_Cd2.83,0,2.156,88.5821551191716,0.0%,44559364.333576895,1.0304760437278626,3030960020828.8135,3470.2499429604304,520.0,300.0
8,Cd_i_Td_Te2.83,2,1.537,1487913383460.1812,100.0%,1487919870416.2412,1.0304760437278626,3030960020828.8135,3470.2499429604304,520.0,300.0
9,Cd_i_Td_Te2.83,1,1.874,6486956.0598186795,0.0%,1487919870416.2412,1.0304760437278626,3030960020828.8135,3470.2499429604304,520.0,300.0
10,Cd_i_Td_Te2.83,0,2.471,0.0003084669383421749,0.0%,1487919870416.2412,1.0304760437278626,3030960020828.8135,3470.2499429604304,520.0,300.0
11,Te_Cd,2,5.711,2.3130888859128994e-46,0.0%,2.2862858120479767e-16,1.0304760437278626,3030960020828.8135,3470.2499429604304,520.0,300.0
12,Te_Cd,1,4.715,1.0040290124040125e-28,0.0%,2.2862858120479767e-16,1.0304760437278626,3030960020828.8135,3470.2499429604304,520.0,300.0
