,Defect,Charge,Formation Energy (eV),Concentration (cm^-3),Charge State Population,Total Concentration (cm^-3),Fermi Level,Electrons (cm^-3),Holes (cm^-3),Annealing Temperature,Quenched Temperature
9,Cd_i_Td_Te2.83,1,1.929,447646665.5413752,0.0%,12462783363391.143,1.0849946694175656,24971945243958.64,421.1997980188985,580.0,300.0
10,Cd_i_Td_Te2.83,0,2.471,0.17537820553998285,0.0%,12462783363391.143,1.0849946694175656,24971945243958.64,421.1997980188985,580.0,300.0
11,Te_Cd,2,5.821,3.1962085672485476e-44,0.0%,2.1444632124758746e-12,1.0849946694175656,24971945243958.64,421.1997980188985,580.0,300.0
12,Te_Cd,1,4.77,1.1430405914146118e-25,0.0%,2.1444632124758746e-12,1.0849946694175656,24971945243958.64,421.1997980188985,580.0,300.0
13,Te_Cd,0,3.962,2.1444627245684745e-12,100.0%,2.1444632124758746e-12,1.0849946694175656,24971945243958.64,421.1997980188985,580.0,300.0
14,Te_Cd,-1,4.404,4.87907162735734e-19,0.0%,2.1444632124758746e-12,1.0849946694175656,24971945243958.64,421.1997980188985,580.0,300.0
15,Te_Cd,-2,4.778,1.2317439068559528e-25,0.0%,2.1444632124758746e-12,1.0849946694175656,24971945243958.64,421.1997980188985,580.0,300.0
16,Te_i_Td_Te2.83,2,4.984,4.3020617648034975e-36,0.0%,0.0002025114335930196,1.0849946694175656,24971945243958.64,421.1997980188985,580.0,300.0
17,Te_i_Td_Te2.83,1,3.934,1.8762880470199124e-18,0.0%,0.0002025114335930196,1.0849946694175656,24971945243958.64,421.1997980188985,580.0,300.0
18,Te_i_Td_Te2.83,0,3.099,0.00020251143359301772,100.0%,0.0002025114335930196,1.0849946694175656,24971945243958.64,421.1997980188985,580.0,300.0
19,Te_i_Td_Te2.83,-1,4.628,8.438269019169556e-30,0.0%,0.0002025114335930196,1.0849946694175656,24971945243958.64,421.1997980188985,580.0,300.0
20,Te_i_Td_Te2.83,-2,6.679,1.4795090578056004e-64,0.0%,0.0002025114335930196,1.0849946694175656,24971945243958.64,421.1997980188985,580.0,300.0
21,v_Cd,0,3.15,2.1861349836008126e-20,0.0%,1.6918118165974905,1.0849946694175656,24971945243958.64,421.1997980188985,580.0,300.0
22,v_Cd,-1,2.607,3.764912960732287e-11,0.0%,1.6918118165974905,1.0849946694175656,24971945243958.64,421.1997980188985,580.0,300.0
23,v_Cd,-2,1.92,1.6918118165598413,100.0%,1.6918118165974905,1.0849946694175656,24971945243958.64,421.1997980188985,580.0,300.0
24,v_Te,2,1.815,22772688844.84015,5.3%,429802696246.46515,1.0849946694175656,24971945243958.64,421.1997980188985,580.0,300.0
25,v_Te,1,2.419,3.250318011542297,0.0%,429802696246.46515,1.0849946694175656,24971945243958.64,421.1997980188985,580.0,300.0
26,v_Te,0,1.787,407030007398.34607,94.7%,429802696246.46515,1.0849946694175656,24971945243958.64,421.1997980188985,580.0,300.0
27,v_Te,-1,2.605,0.028597209237052945,0.0%,429802696246.46515,1.0849946694175656,24971945243958.64,421.1997980188985,580.0,300.0
28,v_Te,-2,2.981,7.1026799661368285e-09,0.0%,429802696246.46515,1.0849946694175656,24971945243958.64,421.1997980188985,580.0,300.0
0,Cd_Te,2,2.33,1431438.826480692,1.8%,79271081.6387146,1.1005799808023302,45632437926049.72,230.4976205516894,600.0,300.0
1,Cd_Te,1,2.292,74938609.86984338,94.5%,79271081.6387146,1.1005799808023302,45632437926049.72,230.4976205516894,600.0,300.0
2,Cd_Te,0,2.376,2901032.9423904126,3.7%,79271081.6387146,1.1005799808023302,45632437926049.72,230.4976205516894,600.0,300.0
3,Cd_Te,-1,3.127,1.1702439911957512e-07,0.0%,79271081.6387146,1.1005799808023302,45632437926049.72,230.4976205516894,600.0,300.0
4,Cd_Te,-2,3.91,9.881745927490974e-20,0.0%,79271081.6387146,1.1005799808023302,45632437926049.72,230.4976205516894,600.0,300.0
5,Cd_i_Td_Cd2.83,2,2.161,80762.33398337537,0.0%,3268855539.8024297,1.1005799808023302,45632437926049.72,230.4976205516894,600.0,300.0
6,Cd_i_Td_Cd2.83,1,1.905,3268676910.5426774,100.0%,3268855539.8024297,1.1005799808023302,45632437926049.72,230.4976205516894,600.0,300.0
7,Cd_i_Td_Cd2.83,0,2.156,97866.92576913543,0.0%,3268855539.8024297,1.1005799808023302,45632437926049.72,230.4976205516894,600.0,300.0
8,Cd_i_Td_Te2.83,2,1.678,22799300007449.918,100.0%,22800796515746.633,1.1005799808023302,45632437926049.72,230.4976205516894,600.0,300.0
9,Cd_i_Td_Te2.83,1,1.945,1496508295.6409452,0.0%,22800796515746.633,1.1005799808023302,45632437926049.72,230.4976205516894,600.0,300.0
10,Cd_i_Td_Te2.83,0,2.471,1.0713740046498208,0.0%,22800796515746.633,1.1005799808023302,45632437926049.72,230.4976205516894,600.0,300.0
11,Te_Cd,2,5.852,1.3443686572903515e-43,0.0%,3.0119334050327496e-11,1.1005799808023302,45632437926049.72,230.4976205516894,600.0,300.0
12,Te_Cd,1,4.785,8.785502941278402e-25,0.0%,3.0119334050327496e-11,1.1005799808023302,45632437926049.72,230.4976205516894,600.0,300.0
13,Te_Cd,0,3.962,3.011932152797815e-11,100.0%,3.0119334050327496e-11,1.1005799808023302,45632437926049.72,230.4976205516894,600.0,300.0
14,Te_Cd,-1,4.388,1.252234268897159e-17,0.0%,3.0119334050327496e-11,1.1005799808023302,45632437926049.72,230.4976205516894,600.0,300.0
15,Te_Cd,-2,4.747,5.776842420882411e-24,0.0%,3.0119334050327496e-11,1.1005799808023302,45632437926049.72,230.4976205516894,600.0,300.0
16,Te_i_Td_Te2.83,2,5.015,1.0176928071085665e-35,0.0%,0.0015996796768428612,1.1005799808023302,45632437926049.72,230.4976205516894,600.0,300.0
17,Te_i_Td_Te2.83,1,3.95,8.110755008048194e-18,0.0%,0.0015996796768428612,1.1005799808023302,45632437926049.72,230.4976205516894,600.0,300.0
18,Te_i_Td_Te2.83,0,3.099,0.001599679676842853,100.0%,0.0015996796768428612,1.1005799808023302,45632437926049.72,230.4976205516894,600.0,300.0
19,Te_i_Td_Te2.83,-1,4.612,1.2180315955473312e-28,0.0%,0.0015996796768428612,1.1005799808023302,45632437926049.72,230.4976205516894,600.0,300.0
20,Te_i_Td_Te2.83,-2,6.647,3.902514479732639e-63,0.0%,0.0015996796768428612,1.1005799808023302,45632437926049.72,230.4976205516894,600.0,300.0
21,v_Cd,0,3.15,3.8633530311824563e-20,0.0%,9.983501579861443,1.1005799808023302,45632437926049.72,230.4976205516894,600.0,300.0
22,v_Cd,-1,2.592,1.215805404658829e-10,0.0%,9.983501579861443,1.1005799808023302,45632437926049.72,230.4976205516894,600.0,300.0
23,v_Cd,-2,1.888,9.983501579739862,100.0%,9.983501579861443,1.1005799808023302,45632437926049.72,230.4976205516894,600.0,300.0
24,v_Te,2,1.846,14497381359.495491,1.6%,879754327668.8123,1.1005799808023302,45632437926049.72,230.4976205516894,600.0,300.0
25,v_Te,1,2.434,3.7811404842417997,0.0%,879754327668.8123,1.1005799808023302,45632437926049.72,230.4976205516894,600.0,300.0
26,v_Te,0,1.787,865256946305.4246,98.4%,879754327668.8123,1.1005799808023302,45632437926049.72,230.4976205516894,600.0,300.0
27,v_Te,-1,2.59,0.11108720181919926,0.0%,879754327668.8123,1.1005799808023302,45632437926049.72,230.4976205516894,600.0,300.0
28,v_Te,-2,2.949,5.041785080933682e-08,0.0%,879754327668.8123,1.1005799808023302,45632437926049.72,230.4976205516894,600.0,300.0
0,Cd_Te,2,2.359,2137744.9433018765,1.0%,211469154.07411203,1.1150717727074013,79932681039587.31,131.58762771318,620.0,300.0
1,Cd_Te,1,2.307,196037933.81671008,92.7%,211469154.07411203,1.1150717727074013,79932681039587.31,131.58762771318,620.0,300.0
2,Cd_Te,0,2.376,13293475.314099142,6.3%,211469154.07411203,1.1150717727074013,79932681039587.31,131.58762771318,620.0,300.0
3,Cd_Te,-1,3.113,9.393202432286832e-07,0.0%,211469154.07411203,1.1150717727074013,79932681039587.31,131.58762771318,620.0,300.0
4,Cd_Te,-2,3.881,1.3893841318670829e-18,0.0%,211469154.07411203,1.1150717727074013,79932681039587.31,131.58762771318,620.0,300.0
5,Cd_i_Td_Cd2.83,2,2.19,112905.86349259326,0.0%,8004973925.308876,1.1150717727074013,79932681039587.31,131.58762771318,620.0,300.0
6,Cd_i_Td_Cd2.83,1,1.919,8004441215.6509905,100.0%,8004973925.308876,1.1150717727074013,79932681039587.31,131.58762771318,620.0,300.0
7,Cd_i_Td_Cd2.83,0,2.156,419803.7943915788,0.0%,8004973925.308876,1.1150717727074013,79932681039587.31,131.58762771318,620.0,300.0
8,Cd_i_Td_Te2.83,2,1.707,39950641394924.38,100.0%,39955234779006.16,1.1150717727074013,79932681039587.31,131.58762771318,620.0,300.0
9,Cd_i_Td_Te2.83,1,1.959,4593384076.01348,0.0%,39955234779006.16,1.1150717727074013,79932681039587.31,131.58762771318,620.0,300.0
10,Cd_i_Td_Te2.83,0,2.471,5.760313571293265,0.0%,39955234779006.16,1.1150717727074013,79932681039587.31,131.58762771318,620.0,300.0
11,Te_Cd,2,5.881,5.189340071876257e-43,0.0%,3.567319702143269e-10,1.1150717727074013,79932681039587.31,131.58762771318,620.0,300.0
12,Te_Cd,1,4.8,5.940346402050064e-24,0.0%,3.567319702143269e-10,1.1150717727074013,79932681039587.31,131.58762771318,620.0,300.0
13,Te_Cd,0,3.962,3.567317104174859e-10,100.0%,3.567319702143269e-10,1.1150717727074013,79932681039587.31,131.58762771318,620.0,300.0
14,Te_Cd,-1,4.374,2.59796625141606e-16,0.0%,3.567319702143269e-10,1.1150717727074013,79932681039587.31,131.58762771318,620.0,300.0
15,Te_Cd,-2,4.718,2.0993740791546712e-22,0.0%,3.567319702143269e-10,1.1150717727074013,79932681039587.31,131.58762771318,620.0,300.0
16,Te_i_Td_Te2.83,2,5.044,2.2929255478445833e-35,0.0%,0.011058826732152074,1.1150717727074013,79932681039587.31,131.58762771318,620.0,300.0
17,Te_i_Td_Te2.83,1,3.964,3.201001817015676e-17,0.0%,0.011058826732152074,1.1150717727074013,79932681039587.31,131.58762771318,620.0,300.0
18,Te_i_Td_Te2.83,0,3.099,0.011058826732152043,100.0%,0.011058826732152074,1.1150717727074013,79932681039587.31,131.58762771318,620.0,300.0
19,Te_i_Td_Te2.83,-1,4.598,1.4749794491118658e-27,0.0%,0.011058826732152074,1.1150717727074013,79932681039587.31,131.58762771318,620.0,300.0
20,Te_i_Td_Te2.83,-2,6.618,8.277960076408457e-62,0.0%,0.011058826732152074,1.1150717727074013,79932681039587.31,131.58762771318,620.0,300.0
21,v_Cd,0,3.15,6.654514070610559e-20,0.0%,52.76398900830901,1.1150717727074013,79932681039587.31,131.58762771318,620.0,300.0
22,v_Cd,-1,2.577,3.668321665420955e-10,0.0%,52.76398900830901,1.1150717727074013,79932681039587.31,131.58762771318,620.0,300.0
23,v_Cd,-2,1.859,52.763989007942186,100.0%,52.76398900830901,1.1150717727074013,79932681039587.31,131.58762771318,620.0,300.0
24,v_Te,2,1.875,9299942591.157349,0.5%,1712393777694.1348,1.1150717727074013,79932681039587.31,131.58762771318,620.0,300.0
25,v_Te,1,2.449,4.248786482870704,0.0%,1712393777694.1348,1.1150717727074013,79932681039587.31,131.58762771318,620.0,300.0
26,v_Te,0,1.787,1703093835098.3457,99.5%,1712393777694.1348,1.1150717727074013,79932681039587.31,131.58762771318,620.0,300.0
27,v_Te,-1,2.575,0.3830089291356779,0.0%,1712393777694.1348,1.1150717727074013,79932681039587.31,131.58762771318,620.0,300.0
28,v_Te,-2,2.92,3.044952970104604e-07,0.0%,1712393777694.1348,1.1150717727074013,79932681039587.31,131.58762771318,620.0,300.0
0,Cd_Te,2,2.386,3060059.943466605,0.6%,530161621.1753579,1.1285708906302312,134740604772130.31,78.06203295642982,640.0,300.0
1,Cd_Te,1,2.32,473030738.2524428,89.2%,530161621.1753579,1.1285708906302312,134740604772130.31,78.06203295642982,640.0,300.0
2,Cd_Te,0,2.376,54070822.97944205,10.2%,530161621.1753579,1.1285708906302312,134740604772130.31,78.06203295642982,640.0,300.0
3,Cd_Te,-1,3.099,6.440407221922081e-06,0.0%,530161621.1753579,1.1285708906302312,134740604772130.31,78.06203295642982,640.0,300.0
4,Cd_Te,-2,3.854,1.6058211773601068e-17,0.0%,530161621.1753579,1.1285708906302312,134740604772130.31,78.06203295642982,640.0,300.0
5,Cd_i_Td_Cd2.83,2,2.217,154885.60106495308,0.0%,18511550477.399223,1.1285708906302312,134740604772130.31,78.06203295642982,640.0,300.0
6,Cd_i_Td_Cd2.83,1,1.932,18509759184.87294,100.0%,18511550477.399223,1.1285708906302312,134740604772130.31,78.06203295642982,640.0,300.0
7,Cd_i_Td_Cd2.83,0,2.156,1636406.9252158038,0.0%,18511550477.399223,1.1285708906302312,134740604772130.31,78.06203295642982,640.0,300.0
8,Cd_i_Td_Te2.83,2,1.734,67348170811895.61,100.0%,67361223802038.33,1.1285708906302312,134740604772130.31,78.06203295642982,640.0,300.0
9,Cd_i_Td_Te2.83,1,1.973,13052990115.130804,0.0%,67361223802038.33,1.1285708906302312,134740604772130.31,78.06203295642982,640.0,300.0
10,Cd_i_Td_Te2.83,0,2.471,27.592977974315826,0.0%,67361223802038.33,1.1285708906302312,134740604772130.31,78.06203295642982,640.0,300.0
11,Te_Cd,2,5.908,1.853400128516168e-42,0.0%,3.620342896271849e-09,1.1285708906302312,134740604772130.31,78.06203295642982,640.0,300.0
12,Te_Cd,1,4.813,3.576383048075964e-23,0.0%,3.620342896271849e-09,1.1285708906302312,134740604772130.31,78.06203295642982,640.0,300.0
13,Te_Cd,0,3.962,3.6203384518348213e-09,100.0%,3.620342896271849e-09,1.1285708906302312,134740604772130.31,78.06203295642982,640.0,300.0
14,Te_Cd,-1,4.36,4.4444309377942725e-15,0.0%,3.620342896271849e-09,1.1285708906302312,134740604772130.31,78.06203295642982,640.0,300.0
15,Te_Cd,-2,4.691,6.054073479033713e-21,0.0%,3.620342896271849e-09,1.1285708906302312,134740604772130.31,78.06203295642982,640.0,300.0
16,Te_i_Td_Te2.83,2,5.071,4.943529899306687e-35,0.0%,0.06774958913543763,1.1285708906302312,134740604772130.31,78.06203295642982,640.0,300.0
17,Te_i_Td_Te2.83,1,3.978,1.163344477903371e-16,0.0%,0.06774958913543763,1.1285708906302312,134740604772130.31,78.06203295642982,640.0,300.0
18,Te_i_Td_Te2.83,0,3.099,0.06774958913543752,100.0%,0.06774958913543763,1.1285708906302312,134740604772130.31,78.06203295642982,640.0,300.0
19,Te_i_Td_Te2.83,-1,4.584,1.5232064903493138e-26,0.0%,0.06774958913543763,1.1285708906302312,134740604772130.31,78.06203295642982,640.0,300.0
20,Te_i_Td_Te2.83,-2,6.591,1.44102441768063e-60,0.0%,0.06774958913543763,1.1285708906302312,134740604772130.31,78.06203295642982,640.0,300.0
21,v_Cd,0,3.15,1.1196171288082669e-19,0.0%,252.25582740523484,1.1285708906302312,134740604772130.31,78.06203295642982,640.0,300.0
22,v_Cd,-1,2.564,1.0403891089450088e-09,0.0%,252.25582740523484,1.1285708906302312,134740604772130.31,78.06203295642982,640.0,300.0
23,v_Cd,-2,1.832,252.25582740419446,100.0%,252.25582740523484,1.1285708906302312,134740604772130.31,78.06203295642982,640.0,300.0
24,v_Te,2,1.902,6110469417.217575,0.2%,3185789510584.5674,1.1285708906302312,134740604772130.31,78.06203295642982,640.0,300.0
25,v_Te,1,2.462,4.705810278648492,0.0%,3185789510584.5674,1.1285708906302312,134740604772130.31,78.06203295642982,640.0,300.0
26,v_Te,0,1.787,3179679041161.4385,99.8%,3185789510584.5674,1.1285708906302312,134740604772130.31,78.06203295642982,640.0,300.0
27,v_Te,-1,2.562,1.2053933919454243,0.0%,3185789510584.5674,1.1285708906302312,134740604772130.31,78.06203295642982,640.0,300.0
28,v_Te,-2,2.893,1.6153837018062484e-06,0.0%,3185789510584.5674,1.1285708906302312,134740604772130.31,78.06203295642982,640.0,300.0
0,Cd_Te,2,2.412,4196499.01287196,0.3%,1256974410.9575546,1.1411727362029012,219380741743786.94,47.94443105284209,660.0,300.0
1,Cd_Te,1,2.333,1056205056.112712,84.0%,1256974410.9575546,1.1411727362029012,219380741743786.94,47.94443105284209,660.0,300.0
2,Cd_Te,0,2.376,196572855.8319325,15.6%,1256974410.9575546,1.1411727362029012,219380741743786.94,47.94443105284209,660.0,300.0
3,Cd_Te,-1,3.087,3.8121991817358877e-05,0.0%,1256974410.9575546,1.1411727362029012,219380741743786.94,47.94443105284209,660.0,300.0
4,Cd_Te,-2,3.829,1.5476085648548784e-16,0.0%,1256974410.9575546,1.1411727362029012,219380741743786.94,47.94443105284209,660.0,300.0
5,Cd_i_Td_Cd2.83,2,2.242,208862.14463366685,0.0%,40645819600.80829,1.1411727362029012,219380741743786.94,47.94443105284209,660.0,300.0
6,Cd_i_Td_Cd2.83,1,1.945,40639760906.95162,100.0%,40645819600.80829,1.1411727362029012,219380741743786.94,47.94443105284209,660.0,300.0
7,Cd_i_Td_Cd2.83,0,2.156,5849831.712035539,0.0%,40645819600.80829,1.1411727362029012,219380741743786.94,47.94443105284209,660.0,300.0
8,Cd_i_Td_Te2.83,2,1.759,109648095969816.61,100.0%,109682696837408.48,1.1411727362029012,219380741743786.94,47.94443105284209,660.0,300.0
9,Cd_i_Td_Te2.83,1,1.985,34600867472.79272,0.0%,109682696837408.48,1.1411727362029012,219380741743786.94,47.94443105284209,660.0,300.0
10,Cd_i_Td_Te2.83,0,2.471,119.09053334599585,0.0%,109682696837408.48,1.1411727362029012,219380741743786.94,47.94443105284209,660.0,300.0
11,Te_Cd,2,5.933,6.165723251410859e-42,0.0%,3.192774571202588e-08,1.1411727362029012,219380741743786.94,47.94443105284209,660.0,300.0
12,Te_Cd,1,4.826,1.9371379725878001e-22,0.0%,3.192774571202588e-08,1.1411727362029012,219380741743786.94,47.94443105284209,660.0,300.0
13,Te_Cd,0,3.962,3.19276818949311e-08,100.0%,3.192774571202588e-08,1.1411727362029012,219380741743786.94,47.94443105284209,660.0,300.0
14,Te_Cd,-1,4.347,6.381695305226694e-14,0.0%,3.192774571202588e-08,1.1411727362029012,219380741743786.94,47.94443105284209,660.0,300.0
15,Te_Cd,-2,4.666,1.4153676942862691e-19,0.0%,3.192774571202588e-08,1.1411727362029012,219380741743786.94,47.94443105284209,660.0,300.0
16,Te_i_Td_Te2.83,2,5.097,1.0235851499654302e-34,0.0%,0.37187488885354136,1.1411727362029012,219380741743786.94,47.94443105284209,660.0,300.0
17,Te_i_Td_Te2.83,1,3.99,3.9219028557455877e-16,0.0%,0.37187488885354136,1.1411727362029012,219380741743786.94,47.94443105284209,660.0,300.0
18,Te_i_Td_Te2.83,0,3.099,0.371874888853541,100.0%,0.37187488885354136,1.1411727362029012,219380741743786.94,47.94443105284209,660.0,300.0
19,Te_i_Td_Te2.83,-1,4.571,1.3612900089959783e-25,0.0%,0.37187488885354136,1.1411727362029012,219380741743786.94,47.94443105284209,660.0,300.0
20,Te_i_Td_Te2.83,-2,6.566,2.0968381201916113e-59,0.0%,0.37187488885354136,1.1411727362029012,219380741743786.94,47.94443105284209,660.0,300.0
21,v_Cd,0,3.15,1.8425982246284612e-19,0.0%,1100.5396609745078,1.1411727362029012,219380741743786.94,47.94443105284209,660.0,300.0
22,v_Cd,-1,2.551,2.7877806519726263e-09,0.0%,1100.5396609745078,1.1411727362029012,219380741743786.94,47.94443105284209,660.0,300.0
23,v_Cd,-2,1.807,1100.53966097172,100.0%,1100.5396609745078,1.1411727362029012,219380741743786.94,47.94443105284209,660.0,300.0
24,v_Te,2,1.927,4122081074.679837,0.1%,5690406975242.802,1.1411727362029012,219380741743786.94,47.94443105284209,660.0,300.0
25,v_Te,1,2.475,5.1686610935847765,0.0%,5690406975242.802,1.1411727362029012,219380741743786.94,47.94443105284209,660.0,300.0
26,v_Te,0,1.787,5686284894159.443,99.9%,5690406975242.802,1.1411727362029012,219380741743786.94,47.94443105284209,660.0,300.0
27,v_Te,-1,2.549,3.509747109418152,0.0%,5690406975242.802,1.1411727362029012,219380741743786.94,47.94443105284209,660.0,300.0
28,v_Te,-2,2.868,7.658159433440884e-06,0.0%,5690406975242.802,1.1411727362029012,219380741743786.94,47.94443105284209,660.0,300.0
0,Cd_Te,2,2.435,5505462.443556832,0.2%,2833929306.516848,1.1529631022304192,346150861064826.1,30.385664451974176,680.0,300.0
1,Cd_Te,1,2.345,2186373490.2771287,77.1%,2833929306.516848,1.1529631022304192,346150861064826.1,30.385664451974176,680.0,300.0
2,Cd_Te,0,2.376,642050353.7959659,22.7%,2833929306.516848,1.1529631022304192,346150861064826.1,30.385664451974176,680.0,300.0
3,Cd_Te,-1,3.075,0.00019646742717542535,0.0%,2833929306.516848,1.1529631022304192,346150861064826.1,30.385664451974176,680.0,300.0
4,Cd_Te,-2,3.806,1.2584777174224517e-15,0.0%,2833929306.516848,1.1529631022304192,346150861064826.1,30.385664451974176,680.0,300.0
5,Cd_i_Td_Cd2.83,2,2.266,277265.3930279563,0.0%,85144490412.82501,1.1529631022304192,346150861064826.1,30.385664451974176,680.0,300.0
6,Cd_i_Td_Cd2.83,1,1.957,85124879305.25609,100.0%,85144490412.82501,1.1529631022304192,346150861064826.1,30.385664451974176,680.0,300.0
7,Cd_i_Td_Cd2.83,0,2.156,19333842.17590811,0.0%,85144490412.82501,1.1529631022304192,346150861064826.1,30.385664451974176,680.0,300.0
8,Cd_i_Td_Te2.83,2,1.782,172985851274429.06,100.0%,173071983547698.8,1.1529631022304192,346150861064826.1,30.385664451974176,680.0,300.0
9,Cd_i_Td_Te2.83,1,1.997,86132272801.99036,0.0%,173071983547698.8,1.1529631022304192,346150861064826.1,30.385664451974176,680.0,300.0
10,Cd_i_Td_Te2.83,0,2.471,467.7627048077489,0.0%,173071983547698.8,1.1529631022304192,346150861064826.1,30.385664451974176,680.0,300.0
11,Te_Cd,2,5.956,1.92157106604438e-41,0.0%,2.477308222145517e-07,1.1529631022304192,346150861064826.1,30.385664451974176,680.0,300.0
12,Te_Cd,1,4.838,9.525820844862476e-22,0.0%,2.477308222145517e-07,1.1529631022304192,346150861064826.1,30.385664451974176,680.0,300.0
13,Te_Cd,0,3.962,2.477300409136896e-07,100.0%,2.477308222145517e-07,1.1529631022304192,346150861064826.1,30.385664451974176,680.0,300.0
14,Te_Cd,-1,4.336,7.812981269953728e-13,0.0%,2.477308222145517e-07,1.1529631022304192,346150861064826.1,30.385664451974176,680.0,300.0
15,Te_Cd,-2,4.642,2.734131689713901e-18,0.0%,2.477308222145517e-07,1.1529631022304192,346150861064826.1,30.385664451974176,680.0,300.0
16,Te_i_Td_Te2.83,2,5.12,2.0416325758080598e-34,0.0%,1.8466701391109783,1.1529631022304192,346150861064826.1,30.385664451974176,680.0,300.0
17,Te_i_Td_Te2.83,1,4.002,1.2342975695694468e-15,0.0%,1.8466701391109783,1.1529631022304192,346150861064826.1,30.385664451974176,680.0,300.0
18,Te_i_Td_Te2.83,0,3.099,1.846670139110977,100.0%,1.8466701391109783,1.1529631022304192,346150861064826.1,30.385664451974176,680.0,300.0
19,Te_i_Td_Te2.83,-1,4.56,1.0666269733953699e-24,0.0%,1.8466701391109783,1.1529631022304192,346150861064826.1,30.385664451974176,680.0,300.0
20,Te_i_Td_Te2.83,-2,6.543,2.592365542130679e-58,0.0%,1.8466701391109783,1.1529631022304192,346150861064826.1,30.385664451974176,680.0,300.0
21,v_Cd,0,3.15,2.969570817834461e-19,0.0%,4415.781746124571,1.1529631022304192,346150861064826.1,30.385664451974176,680.0,300.0
22,v_Cd,-1,2.54,7.0890994618029e-09,0.0%,4415.781746124571,1.1529631022304192,346150861064826.1,30.385664451974176,680.0,300.0
23,v_Cd,-2,1.784,4415.781746117482,100.0%,4415.781746124571,1.1529631022304192,346150861064826.1,30.385664451974176,680.0,300.0
24,v_Te,2,1.951,2851716777.3661413,0.0%,9796789472307.17,1.1529631022304192,346150861064826.1,30.385664451974176,680.0,300.0
25,v_Te,1,2.487,5.642055444011781,0.0%,9796789472307.17,1.1529631022304192,346150861064826.1,30.385664451974176,680.0,300.0
26,v_Te,0,1.787,9793937755514.623,100.0%,9796789472307.17,1.1529631022304192,346150861064826.1,30.385664451974176,680.0,300.0
27,v_Te,-1,2.537,9.538365966636704,0.0%,9796789472307.17,1.1529631022304192,346150861064826.1,30.385664451974176,680.0,300.0
28,v_Te,-2,2.845,3.2839156364353616e-05,0.0%,9796789472307.17,1.1529631022304192,346150861064826.1,30.385664451974176,680.0,300.0
0,Cd_Te,2,2.457,6903656.399560775,0.1%,6105041942.658658,1.1640179059385038,530853003920729.4,19.813272337954732,700.0,300.0
1,Cd_Te,1,2.356,4204576369.6296325,68.9%,6105041942.658658,1.1640179059385038,530853003920729.4,19.813272337954732,700.0,300.0
2,Cd_Te,0,2.376,1893561916.6285763,31.0%,6105041942.658658,1.1640179059385038,530853003920729.4,19.813272337954732,700.0,300.0
3,Cd_Te,-1,3.064,0.0008886147286560261,0.0%,6105041942.658658,1.1640179059385038,530853003920729.4,19.813272337954732,700.0,300.0
4,Cd_Te,-2,3.783,8.729331942483656e-15,0.0%,6105041942.658658,1.1640179059385038,530853003920729.4,19.813272337954732,700.0,300.0
5,Cd_i_Td_Cd2.83,2,2.288,362798.16107282444,0.0%,170879756367.6856,1.1640179059385038,530853003920729.4,19.813272337954732,700.0,300.0
6,Cd_i_Td_Cd2.83,1,1.968,170819894162.5808,100.0%,170879756367.6856,1.1640179059385038,530853003920729.4,19.813272337954732,700.0,300.0
7,Cd_i_Td_Cd2.83,0,2.156,59499406.94370727,0.0%,170879756367.6856,1.1640179059385038,530853003920729.4,19.813272337954732,700.0,300.0
8,Cd_i_Td_Te2.83,2,1.805,265235695718932.1,99.9%,265438230599328.03,1.1640179059385038,530853003920729.4,19.813272337954732,700.0,300.0
9,Cd_i_Td_Te2.83,1,2.008,202534878709.10413,0.1%,265438230599328.03,1.1640179059385038,530853003920729.4,19.813272337954732,700.0,300.0
10,Cd_i_Td_Te2.83,0,2.471,1686.8328019716425,0.0%,265438230599328.03,1.1640179059385038,530853003920729.4,19.813272337954732,700.0,300.0
11,Te_Cd,2,5.979,5.63901260249762e-41,0.0%,1.7098280856663988e-06,1.1640179059385038,530853003920729.4,19.813272337954732,700.0,300.0
12,Te_Cd,1,4.849,4.287079649765848e-21,0.0%,1.7098280856663988e-06,1.1640179059385038,530853003920729.4,19.813272337954732,700.0,300.0
13,Te_Cd,0,3.962,1.709819815708201e-06,100.0%,1.7098280856663988e-06,1.1640179059385038,530853003920729.4,19.813272337954732,700.0,300.0
14,Te_Cd,-1,4.325,8.269913810612557e-12,0.0%,1.7098280856663988e-06,1.1640179059385038,530853003920729.4,19.813272337954732,700.0,300.0
15,Te_Cd,-2,4.62,4.438294920453882e-17,0.0%,1.7098280856663988e-06,1.1640179059385038,530853003920729.4,19.813272337954732,700.0,300.0
16,Te_i_Td_Te2.83,2,5.142,3.933470534460799e-34,0.0%,8.36782710787446,1.1640179059385038,530853003920729.4,19.813272337954732,700.0,300.0
17,Te_i_Td_Te2.83,1,4.013,3.646957623992194e-15,0.0%,8.36782710787446,1.1640179059385038,530853003920729.4,19.813272337954732,700.0,300.0
18,Te_i_Td_Te2.83,0,3.099,8.367827107874456,100.0%,8.36782710787446,1.1640179059385038,530853003920729.4,19.813272337954732,700.0,300.0
19,Te_i_Td_Te2.83,-1,4.549,7.41222275608075e-24,0.0%,8.36782710787446,1.1640179059385038,530853003920729.4,19.813272337954732,700.0,300.0
20,Te_i_Td_Te2.83,-2,6.521,2.7627696028981e-57,0.0%,8.36782710787446,1.1640179059385038,530853003920729.4,19.813272337954732,700.0,300.0
